metric	value
linked_functions	1
body_bytes	12
body_concat_sha256	6e4a3e381abcbd8e2cc20d13cf39e575c0165b96e20b8ec1b7a8da780ff1548a
physical_interval	[0x005A5520,0x005A5530)
physical_bytes	16
physical_sha256	e7839a2d6e1af4863ff17f7010a3fc079e44f5565526b612458904f5c539ace8
owned_noncode_bytes	4
owned_noncode_sha256	2567cbc76b274edabf68bf27abbc7935b2877b2e743e89d5ca54da297b43693d
direct_bl_entry_sites	0
direct_body_call_sites	1
direct_body_call_digest	762168582643167734fff76393883b4595b37bd5d6fdd0dc057b7b7779a42fce
stored_entry_pointers	1 at command record 0x006C92A8
stored_pointer_digest	f3acea229f68518c9c55c083a8853ef9a4b7e7ce83354146aeb3b27da6e98408
stored_strict_interior_pointers	0
raw_interior_byte_windows	0
direct_b_w_entry_or_interior_targets	0
command_record	[0x006C92A0,0x006C92B0) = AT^NUS
command_record_sha256	a31e85e096511bf4d8a97a11bbf5c6aa6e57ffe102282499a32fc9eec3fd4520
production_routed	true
ownership_bytes	16
source_inventory	clean-room source inventory available; exact historical path and symbol remain unavailable
toolchain_profiles	apple-clang,linux-clang
software_functional_gap	false
hardware_validation	blocked by unavailable authorized physical evidence
hardware_evidence_required	authorized G2 command trace proving AT^NUS response bytes and return behavior over the production eAT registry
