metric	value
retained_path_anchors	6
restored_pathless_functions	6
linked_functions	12
anchored_body_bytes	9046
restored_pathless_body_bytes	230
body_bytes	9276
body_concat_sha256	bbc93a69d35b24750a74a667598ff599189ca52d2b6223578a303854a16edf44
physical_interval	[0x00456722,0x00458DF0)
physical_bytes	9934
physical_sha256	22a070bb00d0a5555c5a1867804a1fe89678350777c9f3e42258bc7953473175
owned_gap_pool_bytes	658
owned_gap_pool_sha256	fcd21039255ece1191801ddc03d6d9ab01209d468a6decfaa39cf369f43f23d6
retained_path_pointer_cells	4
exact_retained_symbols	6
direct_bl_entry_sites	35
external_direct_bl_entry_sites	10
intra_object_direct_bl_entry_sites	25
direct_bl_entry_digest	f9064f6c8b13ef0bf36b23f1bd300e9538d75351b63606ef450107bd360daf0f
direct_body_call_sites	559
direct_body_call_digest	57def929f3c98cb6988e50349796cf66c1b92a599c0e840e8ac088ab9d09f061
direct_strict_interior_targets	0
external_b_w_strict_interior_targets	0
intra_body_b_w_targets	10
intra_body_b_w_digest	82fb4969e0b29b26334e943706044977cee31ba2876495c37cf0d03b7ee1bf50
stored_exact_entry_pointers	0
raw_entry_or_interior_byte_windows	8
raw_entry_or_interior_byte_window_digest	950bae6075199d5c82d7a61f078a3ae4fbec7d93ec4c977961bd772437a7163a
retained_path	platform\protocols\efs_service\efs_service.c
source_inventory	clean-room 12-function production C reconstruction; historical source-only count remains unknown
candidate	components/apollo_main/core_overlay/efs_service.c
production_routed	true
source_functions	12
compiled_text_bytes	2936
alignment_bytes	16
strict_relocations	68
stock_replaced_bytes	9276
retained_gap_pool_bytes	658
ownership_bytes	9276
software_functional_gap	false
hardware_validation	deferred by project direction
hardware_evidence_required	closure-specific live acceptance evidence documented by the analyzer and reference audit
hardware_blocker	An authorized responsive G2 peer and writable/readable EFS media are required for future live whitelist import, Android JSON consumption, arbitrary-file import, logger/trace export, 4 KiB streaming, cancellation, CRC/size failure, disconnect, and resume evidence; the authorized right temple is not under test because qualification is deferred by project direction and the left temple must remain stock.
