metric	value
retained_path	platform\protocols\efs_service\efs_transport.c
linked_functions	2
body_bytes	1990
physical_bytes	2152
status	closed
production_candidate	components/apollo_main/core_overlay/efs_transport.c
production_source_functions	2
production_compiled_text_bytes	1276
production_alignment_bytes	0
production_strict_relocations	15
production_stock_body_bytes_replaced	1990
production_retained_pool_bytes	162
production_routed	true
software_functional_gap	false
hardware_validation	blocked by unavailable physical evidence
hardware_evidence_required	closure-specific live acceptance evidence documented by the analyzer and reference audit
hardware_blocker	hardware validation is blocked by unavailable physical evidence; future qualification requires an authorized G2 pair and either a component-specific EFS transport/media fixture or an authenticated golden capture covering EFS import/export, fragmentation, CRC failure, timeout, disconnect/resume, and media content
