metric	value
linked_functions	37
body_bytes	4440
body_concat_sha256	0cdbcb99880d06d844f54b183fbcd484ec45b4c299bf230e2c251c32d28d4529
physical_interval	[0x0053AFC0,0x0053C2A4)
physical_bytes	4836
physical_sha256	ed5d39ec1667c7b623eba6dfd0deddb9d732ab53dc0e8c6b18392c77a6a929a5
owned_noncode_intervals	[0x0053BB6A,0x0053BB8C);[0x0053BCDA,0x0053BD0C);[0x0053BE8A,0x0053BEB4);[0x0053C016,0x0053C024);[0x0053C0D4,0x0053C0F4);[0x0053C1C4,0x0053C2A4)
owned_noncode_bytes	396
owned_noncode_concat_sha256	2945fc1a3fc2e2b8c8db96a3577605d213c1962e4a1ef2d7a2c95c1af960ae83
direct_bl_entry_sites	88 total / 86 intra-TU / 2 exterior
direct_bl_entry_digest	31c5e418944241c3dcebe62042ad1cf8d7c4227a91a5c397df3e6d57d0f9db00
exterior_bl_entry_sites	0x004C688A->0x0053C0F4;0x0050943C->0x0053C0FE
exterior_bl_entry_digest	6352135e959405e766fcacfb4541fde22830f5cb86d0b37b909ad1a5a895664c
direct_body_call_sites	287
direct_body_call_digest	9633a7b8a873d6b33a91492c47448a07b5cf684140483ef373cfdc9f49049c34
stored_entry_pointers	0
stored_strict_interior_pointers	0
raw_direct_bl_interior_windows	0x0063062A->0x0053B4BE;decoder false-positive outside authenticated code
retained_path	D:\01_workspace\s200_ap510b_iar_git\driver\chg\drv_bq27427.c
i2c_abi	bus 7 / address 0x55
runtime_global	0x20073B18;SOC+4 voltage+8 average-current+0xC temperature-centi-C+0x10
unseal_key	initialized SRAM 0x200006E8 = 0x80008000
unseal_key_sha256	da60b92bc70e999c07a6ded180a16c1e801e89a5722b565ea242d6aff2f507d8
dm_descriptor_table	initialized SRAM [0x200006EC,0x2000072C) / 8 records including zero-width sentinel
dm_descriptor_sha256	4c4a1ae9505326f73b3a74b1e5b3845b7d984ff065d454684fbd9dc1b037a08a
product_defaults	ROM [0x0078A8BC,0x0078A8C8) = {240,80,3100}
product_defaults_sha256	49083b7573db70b2264c79114484fec2ea30facc04431f8cacefde2a1c141f62
production_routed	true
ownership_bytes	3938
