metric	value
retained_path	platform\threads\thread_ring.c
linked_functions	17
ghidra_discovered_functions	5
restored_functions	12
path_anchored_functions	5
raw_path_references	22
raw_path_referencing_functions	9
body_bytes	2374
body_concat_sha256	b472df1a76d28401bcb2b27b7157740d9de03f1373737056a0f5716e7be959f5
physical_interval	[0x004C4CEC,0x004C5734)
physical_bytes	2632
physical_sha256	6b8db1468e4f5c0d408f9e23ab2bb4cd8df324faa11cfef9c2db8102596be172
outer_pool_regions	1
outer_pool_bytes	258
outer_pool_concat_sha256	8cfa93096f3b56bbe82f03fd2149308dde431d9c45584ef9c915ef4830956678
direct_bl_entry_sites	21
direct_bl_entry_digest	d31fd6babf76415d5284a45608599c94dc1831a0e9ebd717147fec1f2a924a28
stored_entry_pointers	8
stored_entry_pointer_digest	83e64392ed3bdaaeedafe22a06e44aec0c5c5f2846411f95057b3c379afc1b35
direct_body_calls	171
internal_direct_body_calls	9
external_direct_body_calls	162
direct_body_call_digest	396d475a0666f06abbef29bdbcb80ce9606918567fabff7e7cf7467c3e020f3a
indirect_body_calls	0
unrecovered_direct_object_targets	0
third_party_dependency	CMSIS-FreeRTOS, FreeRTOS assert port, EasyLogger, IAR DLIB, and TLSF-backed heap wrappers only
historical_source_available	false
private_producing_commit_observable	false
source_candidate	components/apollo_main/core_overlay/thread_ring.c
source_bytes	18376
source_sha256	bcfee47583acbaeb6600559c77936aa6f7cc6ba21293199aed1944785935ce7e
source_leaves	17
compiled_text_bytes	894
generated_alignment_bytes	22
strict_relocations	72
guarded_redirects	15
retained_compatibility_bytes	262
production_routed	true
hardware_validation	blocked by unavailable physical evidence
hardware_evidence_required	closure-specific live acceptance evidence documented by the analyzer and reference audit
hardware_blocker	hardware validation is blocked by unavailable physical evidence; future qualification requires an authorized G2 pair and either a component-specific Ring transport fixture or an authenticated golden Ring transport capture
