metric	value
retained_path	app\gui\LegalRegulatory\legal_regulatory.c
linked_functions	1
path_anchored_functions	1
body_bytes	234
body_concat_sha256	99c67be892d730a8c6872d42af9a05f4d9906236efffe5365f1f5f76607933fb
physical_interval	[0x005BF7B8,0x005BF964)
physical_bytes	428
physical_sha256	eec57b8478edf3d026cb90588c9ffcb5039bf78408d2e373cdffe6cdc1cf1151
outer_pool_regions	1
outer_pool_bytes	194
outer_pool_concat_sha256	6dc058b8c38d7def8a5175fe48922df8b5ce6459e27c675fa1513d6802566422
direct_body_calls	15
direct_body_call_digest	d28b858f6821baf9fb7b2a3d6ae39d0b5c3f4a86549bd4ae968d4041c9283f1e
stored_primary_entry_pointers	1
shared_tail_direct_entries	1
shared_tail_stored_entries	2
indirect_body_calls	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger, LVGL, and bounded IAR DLIB only
historical_source_available	false
private_producing_commit_observable	false
production_routed	true
production_candidate	components/apollo_main/core_overlay/legal_regulatory.c
source_inventory	available; one clean-room C function maps the complete recovered handler
source_functions	1
compiled_text_bytes_apple_clang	78
compiled_text_bytes_linux_clang	78
alignment_bytes_apple_clang	2
alignment_bytes_linux_clang	2
strict_relocations	3
stock_body_bytes_displaced	234
retained_stock_noncode_bytes	194
software_functional_gap	false
hardware_validation	blocked by unavailable physical evidence
